Work Order #,Installation,Facility Type Key,System Type Key,Trade,Age,Condition Index,Mission Criticality,Resiliency Grade,Remaining Service Life,Request DateTime,Work Category,Priority Code,Status
USSPC-FAC-2026-0402,Peterson SFB,100,60,ESS,23,53.81,5,2,3,2026-02-01 0500Z,Urgent,2,In Progress
USSPC-FAC-2026-0403,Schriever SFB,700,60,ESS,12,67.76,3,3,14,2026-02-17 0300Z,Preventive Maintenance,3,Approved
USSPC-FAC-2026-0404,Buckley SFB,700,40,Fire Protection,9,84.51,2,2,25,2026-01-09 0800Z,Routine,4,In Progress
USSPC-FAC-2026-0405,Buckley SFB,200,70,Power Production,7,84.68,2,1,27,2026-02-22 0500Z,Routine,3,In Progress
USSPC-FAC-2026-0406,Schriever SFB,700,10,HVAC,30,21.81,3,1,0,2026-01-26 2200Z,Emergency,1,In Progress
USSPC-FAC-2026-0407,Schriever SFB,200,40,Fire Protection,27,26.5,5,3,0,2026-01-24 1200Z,Emergency,1,Completed
USSPC-FAC-2026-0408,Vandenberg SFB,200,80,Lighting,23,45.82,3,1,2,2026-01-06 1700Z,Urgent,2,Completed
USSPC-FAC-2026-0409,Vandenberg SFB,100,80,Lighting,13,67.13,3,4,14,2026-01-20 0400Z,Preventive Maintenance,4,Completed
USSPC-FAC-2026-0410,Vandenberg SFB,700,60,ESS,20,43.23,1,4,7,2026-01-29 0000Z,Urgent,2,In Progress
USSPC-FAC-2026-0411,Peterson SFB,200,10,HVAC,3,86.97,4,1,30,2026-02-28 1900Z,Routine,3,In Progress
USSPC-FAC-2026-0412,Vandenberg SFB,700,20,Electrical,5,99.58,2,1,28,2026-01-29 0300Z,Preventive Maintenance,4,Completed
USSPC-FAC-2026-0413,Peterson SFB,200,10,HVAC,15,64.25,1,1,18,2026-01-29 0300Z,Routine,4,Completed
USSPC-FAC-2026-0414,Schriever SFB,700,30,Plumbing,22,67.24,3,3,6,2026-01-11 0700Z,Preventive Maintenance,4,In Progress
USSPC-FAC-2026-0415,Schriever SFB,700,80,Lighting,19,34.57,2,1,8,2026-01-03 2200Z,Urgent,2,Completed
USSPC-FAC-2026-0416,Buckley SFB,200,40,Fire Protection,27,50.29,2,3,4,2026-01-19 0000Z,Urgent,2,In Progress
USSPC-FAC-2026-0417,Peterson SFB,700,10,HVAC,18,49.44,1,4,12,2026-01-19 0100Z,Urgent,2,Approved
USSPC-FAC-2026-0418,Vandenberg SFB,100,30,Plumbing,15,58.33,3,3,15,2026-01-17 1300Z,Urgent,2,In Progress
USSPC-FAC-2026-0419,Peterson SFB,100,60,ESS,18,58.46,4,3,7,2026-02-22 0400Z,Urgent,2,In Progress
USSPC-FAC-2026-0420,Schriever SFB,700,80,Lighting,4,95.32,2,1,25,2026-01-03 0100Z,Preventive Maintenance,4,Completed
USSPC-FAC-2026-0421,Schriever SFB,700,30,Plumbing,19,50.87,3,1,8,2026-02-21 1500Z,Urgent,2,Completed
USSPC-FAC-2026-0422,Buckley SFB,200,20,Electrical,13,64.8,4,3,22,2026-01-05 2100Z,Preventive Maintenance,4,Completed
USSPC-FAC-2026-0423,Vandenberg SFB,700,20,Electrical,16,46.9,3,4,11,2026-02-19 0400Z,Urgent,2,Completed
USSPC-FAC-2026-0424,Vandenberg SFB,100,10,HVAC,20,36.55,5,1,7,2026-01-22 2300Z,Urgent,2,Approved
USSPC-FAC-2026-0425,Vandenberg SFB,200,20,Electrical,15,52.82,3,1,18,2026-02-27 0600Z,Urgent,2,In Progress
USSPC-FAC-2026-0426,Peterson SFB,100,20,Electrical,4,91.37,3,4,25,2026-02-13 1100Z,Routine,3,Approved
USSPC-FAC-2026-0427,Vandenberg SFB,700,10,HVAC,12,67.76,4,1,14,2026-01-12 0800Z,Preventive Maintenance,3,Approved
USSPC-FAC-2026-0428,Peterson SFB,100,60,ESS,7,70.13,2,3,24,2026-02-13 2100Z,Preventive Maintenance,3,Approved
USSPC-FAC-2026-0429,Peterson SFB,700,60,ESS,15,79.92,5,2,12,2026-01-20 0000Z,Preventive Maintenance,3,Completed
USSPC-FAC-2026-0430,Schriever SFB,100,20,Electrical,7,68.44,2,2,22,2026-01-21 0900Z,Routine,3,In Progress
USSPC-FAC-2026-0431,Vandenberg SFB,100,10,HVAC,9,77.36,5,2,19,2026-01-09 1200Z,Preventive Maintenance,3,Approved
USSPC-FAC-2026-0432,Vandenberg SFB,200,40,Fire Protection,13,73.1,4,4,14,2026-02-02 1700Z,Preventive Maintenance,4,Completed
USSPC-FAC-2026-0433,Vandenberg SFB,100,70,Power Production,15,53.17,3,1,14,2026-01-04 0800Z,Urgent,2,In Progress
USSPC-FAC-2026-0434,Schriever SFB,100,80,Lighting,22,41.2,4,3,9,2026-01-01 0900Z,Urgent,2,Completed
USSPC-FAC-2026-0435,Schriever SFB,100,60,ESS,3,100.0,1,4,32,2026-02-19 2200Z,Routine,4,In Progress
USSPC-FAC-2026-0436,Schriever SFB,700,80,Lighting,5,70.44,5,1,20,2026-02-14 0900Z,Routine,4,Approved
USSPC-FAC-2026-0437,Buckley SFB,200,80,Lighting,2,84.46,1,1,28,2026-01-02 0800Z,Routine,3,Approved
USSPC-FAC-2026-0438,Schriever SFB,700,70,Power Production,17,50.55,2,3,14,2026-02-10 1600Z,Urgent,2,Approved
USSPC-FAC-2026-0439,Schriever SFB,200,10,HVAC,16,59.87,3,3,15,2026-01-18 0800Z,Urgent,2,Completed
USSPC-FAC-2026-0440,Schriever SFB,700,20,Electrical,10,80.32,5,3,23,2026-02-12 0200Z,Preventive Maintenance,4,Approved
USSPC-FAC-2026-0441,Schriever SFB,100,40,Fire Protection,29,22.4,2,1,4,2026-02-01 0800Z,Emergency,1,In Progress
USSPC-FAC-2026-0442,Buckley SFB,700,30,Plumbing,11,64.93,3,1,19,2026-01-02 0800Z,Preventive Maintenance,4,Approved
USSPC-FAC-2026-0443,Buckley SFB,100,30,Plumbing,18,64.48,5,3,8,2026-01-22 0100Z,Routine,3,In Progress
USSPC-FAC-2026-0444,Buckley SFB,200,30,Plumbing,12,62.25,1,3,23,2026-02-15 1900Z,Preventive Maintenance,4,In Progress
USSPC-FAC-2026-0445,Buckley SFB,200,10,HVAC,30,33.97,3,3,0,2026-01-03 1200Z,Urgent,2,Completed
USSPC-FAC-2026-0446,Peterson SFB,700,40,Fire Protection,26,31.58,1,4,7,2026-01-01 2000Z,Urgent,2,In Progress
USSPC-FAC-2026-0447,Buckley SFB,700,20,Electrical,28,42.96,1,1,0,2026-02-19 0700Z,Urgent,2,Completed
USSPC-FAC-2026-0448,Peterson SFB,700,50,Structural,26,48.99,2,3,6,2026-02-26 1600Z,Urgent,2,Approved
USSPC-FAC-2026-0449,Vandenberg SFB,700,50,Structural,23,22.96,2,2,6,2026-02-01 0700Z,Emergency,1,Completed
USSPC-FAC-2026-0450,Peterson SFB,700,20,Electrical,18,56.25,5,1,8,2026-01-20 1900Z,Urgent,2,In Progress
USSPC-FAC-2026-0451,Vandenberg SFB,200,50,Structural,27,24.8,5,3,6,2026-01-11 0000Z,Emergency,1,Approved
USSPC-FAC-2026-0452,Schriever SFB,200,50,Structural,22,61.86,3,2,6,2026-01-29 1500Z,Preventive Maintenance,3,Completed
USSPC-FAC-2026-0453,Vandenberg SFB,100,60,ESS,25,45.1,4,3,8,2026-02-10 1400Z,Urgent,2,Completed
USSPC-FAC-2026-0454,Vandenberg SFB,100,30,Plumbing,5,89.6,4,3,29,2026-02-10 2200Z,Routine,4,Approved
USSPC-FAC-2026-0455,Schriever SFB,700,50,Structural,20,43.91,4,2,14,2026-01-30 2200Z,Urgent,2,Approved
USSPC-FAC-2026-0456,Peterson SFB,700,40,Fire Protection,19,50.28,1,2,11,2026-02-05 0600Z,Urgent,2,Approved
USSPC-FAC-2026-0457,Schriever SFB,100,70,Power Production,10,62.71,2,2,19,2026-02-06 2100Z,Routine,3,In Progress
USSPC-FAC-2026-0458,Peterson SFB,700,10,HVAC,6,93.26,3,3,29,2026-02-21 1600Z,Routine,4,In Progress
USSPC-FAC-2026-0459,Schriever SFB,700,30,Plumbing,27,18.9,4,4,0,2026-01-10 0400Z,Emergency,1,Approved
USSPC-FAC-2026-0460,Peterson SFB,100,80,Lighting,13,65.24,4,1,18,2026-01-13 0600Z,Preventive Maintenance,3,In Progress
USSPC-FAC-2026-0461,Schriever SFB,200,80,Lighting,20,46.97,2,2,15,2026-02-08 2300Z,Urgent,2,Approved
USSPC-FAC-2026-0462,Schriever SFB,700,10,HVAC,5,82.78,2,2,24,2026-01-17 0200Z,Preventive Maintenance,4,Approved
USSPC-FAC-2026-0463,Schriever SFB,100,10,HVAC,27,47.37,1,3,3,2026-01-09 2100Z,Urgent,2,Approved
USSPC-FAC-2026-0464,Schriever SFB,700,40,Fire Protection,23,48.77,4,2,6,2026-01-04 2200Z,Urgent,2,In Progress
USSPC-FAC-2026-0465,Schriever SFB,700,10,HVAC,28,36.41,4,2,1,2026-02-08 1900Z,Urgent,2,Approved
USSPC-FAC-2026-0466,Buckley SFB,700,10,HVAC,20,34.17,5,1,9,2026-01-17 1300Z,Urgent,2,Completed
USSPC-FAC-2026-0467,Buckley SFB,100,20,Electrical,10,80.94,1,2,23,2026-02-11 1400Z,Routine,4,In Progress
USSPC-FAC-2026-0468,Buckley SFB,100,60,ESS,9,70.11,2,1,19,2026-01-12 1000Z,Preventive Maintenance,4,In Progress
USSPC-FAC-2026-0469,Schriever SFB,200,20,Electrical,28,49.93,3,3,5,2026-02-20 2200Z,Urgent,2,Approved
USSPC-FAC-2026-0470,Buckley SFB,200,70,Power Production,18,67.01,2,1,7,2026-02-26 1400Z,Routine,4,Approved
USSPC-FAC-2026-0471,Buckley SFB,100,70,Power Production,12,83.27,2,4,20,2026-02-17 1700Z,Routine,3,In Progress
USSPC-FAC-2026-0472,Buckley SFB,200,80,Lighting,26,48.4,3,2,0,2026-01-08 0000Z,Urgent,2,Completed
USSPC-FAC-2026-0473,Peterson SFB,200,20,Electrical,3,89.87,4,1,24,2026-02-04 0400Z,Routine,4,Approved
USSPC-FAC-2026-0474,Schriever SFB,100,10,HVAC,4,96.8,5,4,25,2026-01-31 0100Z,Routine,4,In Progress
USSPC-FAC-2026-0475,Peterson SFB,200,60,ESS,7,79.51,1,4,22,2026-02-17 0800Z,Preventive Maintenance,4,Completed
USSPC-FAC-2026-0476,Buckley SFB,200,10,HVAC,12,58.53,2,3,20,2026-02-16 1100Z,Urgent,2,In Progress
USSPC-FAC-2026-0477,Buckley SFB,200,40,Fire Protection,26,36.53,4,2,3,2026-02-11 1600Z,Urgent,2,In Progress
USSPC-FAC-2026-0478,Schriever SFB,200,60,ESS,17,56.7,3,1,9,2026-01-16 2300Z,Urgent,2,Completed
USSPC-FAC-2026-0479,Schriever SFB,200,10,HVAC,8,98.21,4,1,23,2026-02-26 0600Z,Routine,3,Approved
USSPC-FAC-2026-0480,Buckley SFB,100,60,ESS,28,61.66,2,3,6,2026-02-23 0600Z,Preventive Maintenance,3,Approved
USSPC-FAC-2026-0481,Schriever SFB,100,70,Power Production,28,25.82,4,3,5,2026-01-31 1600Z,Emergency,1,Completed
USSPC-FAC-2026-0482,Peterson SFB,700,60,ESS,5,95.27,1,2,20,2026-01-17 2000Z,Preventive Maintenance,4,Completed
USSPC-FAC-2026-0483,Peterson SFB,200,20,Electrical,26,26.06,2,3,8,2026-02-01 1800Z,Emergency,1,In Progress
USSPC-FAC-2026-0484,Peterson SFB,700,60,ESS,24,46.07,3,4,1,2026-01-04 0900Z,Urgent,2,In Progress
USSPC-FAC-2026-0485,Vandenberg SFB,100,10,HVAC,17,55.09,1,4,16,2026-01-06 2000Z,Urgent,2,In Progress
USSPC-FAC-2026-0486,Buckley SFB,200,10,HVAC,29,45.62,2,4,0,2026-01-05 1400Z,Urgent,2,Completed
USSPC-FAC-2026-0487,Peterson SFB,700,50,Structural,16,70.64,2,2,12,2026-02-06 1100Z,Preventive Maintenance,3,Completed
USSPC-FAC-2026-0488,Vandenberg SFB,200,30,Plumbing,16,57.12,4,3,13,2026-02-24 0500Z,Urgent,2,Completed
USSPC-FAC-2026-0489,Schriever SFB,200,80,Lighting,11,80.04,1,3,16,2026-01-28 1900Z,Preventive Maintenance,4,Completed
USSPC-FAC-2026-0490,Vandenberg SFB,200,50,Structural,7,77.0,4,1,22,2026-01-22 1800Z,Routine,3,Completed
USSPC-FAC-2026-0491,Peterson SFB,700,70,Power Production,26,31.31,4,1,3,2026-02-27 1600Z,Urgent,2,Approved
USSPC-FAC-2026-0492,Vandenberg SFB,700,40,Fire Protection,28,30.56,5,2,5,2026-02-16 0900Z,Urgent,2,Approved
USSPC-FAC-2026-0493,Peterson SFB,200,50,Structural,15,77.79,2,1,15,2026-01-13 1200Z,Routine,4,Approved
USSPC-FAC-2026-0494,Peterson SFB,700,20,Electrical,9,70.4,1,2,22,2026-02-25 0300Z,Preventive Maintenance,3,In Progress
USSPC-FAC-2026-0495,Schriever SFB,100,80,Lighting,4,100.0,2,1,26,2026-01-20 0200Z,Routine,3,In Progress
USSPC-FAC-2026-0496,Schriever SFB,200,20,Electrical,7,96.7,5,2,22,2026-01-08 2300Z,Preventive Maintenance,3,In Progress
USSPC-FAC-2026-0497,Vandenberg SFB,700,10,HVAC,29,36.78,2,1,5,2026-01-22 0700Z,Urgent,2,Approved
USSPC-FAC-2026-0498,Vandenberg SFB,100,40,Fire Protection,13,45.45,5,3,21,2026-01-20 1300Z,Urgent,2,In Progress
USSPC-FAC-2026-0499,Vandenberg SFB,700,40,Fire Protection,29,18.87,3,4,3,2026-02-15 2200Z,Emergency,1,Completed
USSPC-FAC-2026-0500,Buckley SFB,700,20,Electrical,4,97.96,5,2,24,2026-02-11 2000Z,Preventive Maintenance,3,Completed
