Work Order #,Installation,Trade,Age,Condition Index,Remaining Service Life,Mission Criticality,predicted_ttf,hazard_score,risk_rank
USSPC-FAC-2026-0295,Vandenberg SFB,Power Production,2,100.0,26,3,198.52079717538578,0.00503725561366015,483
USSPC-FAC-2026-0397,Vandenberg SFB,ESS,1,91.29,25,5,199.52057756920544,0.005012014360539535,484
USSPC-FAC-2026-0060,Peterson SFB,HVAC,1,93.88,30,2,200.56122713224323,0.004986008583506692,485
USSPC-FAC-2026-0290,Buckley SFB,Power Production,2,100.0,27,2,203.3600150392794,0.0049173875198959245,486
USSPC-FAC-2026-0129,Schriever SFB,Fire Protection,1,91.03,30,4,204.0714010545389,0.004900245672997295,487
USSPC-FAC-2026-0117,Peterson SFB,Structural,2,100.0,23,5,204.8809768164553,0.00488088262531011,488
USSPC-FAC-2026-0206,Vandenberg SFB,HVAC,2,100.0,32,4,204.88495282349234,0.004880787906672172,489
USSPC-FAC-2026-0299,Schriever SFB,Fire Protection,1,100.0,25,1,209.50540625562448,0.004773146516228163,490
USSPC-FAC-2026-0354,Vandenberg SFB,HVAC,1,100.0,26,2,216.01064303471648,0.004629401523698457,491
USSPC-FAC-2026-0078,Buckley SFB,Plumbing,1,92.52,33,5,216.30053411636112,0.004623197090498351,492
USSPC-FAC-2026-0276,Buckley SFB,Electrical,1,93.76,32,2,216.64424591918166,0.004615862266533708,493
USSPC-FAC-2026-0128,Schriever SFB,Fire Protection,1,97.87,33,3,221.1134013901103,0.004522566220378928,494
USSPC-FAC-2026-0281,Buckley SFB,Structural,1,97.87,34,1,222.66866773632705,0.004490977604375616,495
USSPC-FAC-2026-0062,Buckley SFB,ESS,1,99.71,24,4,232.35080368762377,0.004303837060724853,496
USSPC-FAC-2026-0400,Schriever SFB,Fire Protection,1,97.58,25,5,236.07525257945179,0.004235937435515174,497
USSPC-FAC-2026-0287,Schriever SFB,Electrical,1,100.0,31,5,241.731383610362,0.0041368232170129115,498
USSPC-FAC-2026-0035,Schriever SFB,HVAC,1,100.0,25,5,244.9593708674126,0.004082309635507935,499
USSPC-FAC-2026-0158,Schriever SFB,Power Production,1,99.67,26,5,246.54242222394208,0.004056097084548269,500
