id,installation_id,facility_id,system_id,requesting_organization,work_category,room_area,impacts_mission,status,priority,trade,request_datetime,completion_datetime,problem_description,requested_action,actions_taken
76d11f32-dd47-4b4c-b3f1-330905311236,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,2ed082f1-05cb-4330-b4ce-16cebc756a7c,J4,,,True,Approved,Routine,HVAC,2026-01-26 09:22:19.206611,,example text,example text,
c09a8b4c-b72e-4d62-918e-cd7224e54736,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,2ed082f1-05cb-4330-b4ce-16cebc756a7c,J1,,,False,In Progress,Emergency,Plumbing,2026-03-25 03:04:39.206628,,Conference chair armrest detached due to hardware failure affecting usability and ergonomic support.,Replace armrest hardware and secure attachment points.,
4f2a1832-988b-448f-850b-1f1511841333,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,2ed082f1-05cb-4330-b4ce-16cebc756a7c,J1,,,False,In Progress,Routine,Plumbing,2025-12-15 22:54:39.206644,,Cabinet latch misaligned preventing secure closure of door and reliable engagement of locking mechanism.,Adjust latch alignment and test locking mechanism.,Adjusted latch alignment and restored secure closure.
05db21d6-54d7-489d-a86c-070234225f26,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,2ed082f1-05cb-4330-b4ce-16cebc756a7c,J1,,,False,Completed,Routine,Plumbing,2006-10-13 18:10:18.000000,2007-05-21 18:10:18.000000,example text,example text,example text
e2e56ed8-8fa2-485d-a36f-81d2ba05c2f4,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,2ed082f1-05cb-4330-b4ce-16cebc756a7c,J6,,,True,Submitted,Emergency,Structural,2026-03-18 18:36:01.206672,,Chair height adjustment lever loose and not maintaining set position leading to unintended height changes.,Repair or tighten height adjustment lever linkage.,
89ec0161-177b-4a77-b4cf-9db04423818f,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,2ed082f1-05cb-4330-b4ce-16cebc756a7c,J2,,,True,Completed,Routine,Fire Protection,2004-09-06 21:34:09.000000,2005-08-04 21:34:09.000000,example text,example text,example text
1a6d9a1c-d530-4642-b451-343fc0c09d43,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,2ed082f1-05cb-4330-b4ce-16cebc756a7c,J3,,,True,Completed,Maintenance,Plumbing,2022-05-31 02:33:52.000000,2022-07-30 02:33:52.000000,example text,example text,example text
09c7c8cf-c4cd-477b-b591-61fda14b3b70,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,2ed082f1-05cb-4330-b4ce-16cebc756a7c,J5,,,False,Completed,Maintenance,Fire Protection,2025-03-27 08:35:10.000000,2025-06-07 08:35:10.000000,example text,example text,example text
279f8dfd-670d-46c6-a34f-2a8857f73db8,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,2ed082f1-05cb-4330-b4ce-16cebc756a7c,J4,,,True,Approved,Routine,Fire Protection,2026-03-19 13:21:44.206731,,example text,example text,
acbe6a08-f35e-4ded-a451-7abe3dcf5b4b,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,2ed082f1-05cb-4330-b4ce-16cebc756a7c,J2,,,False,Completed,Emergency,Electrical,1996-01-27 16:54:30.000000,1996-02-07 16:54:30.000000,example text,example text,example text
558bd6d1-58a5-42ac-9a5b-4b46c633b1a2,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,2ed082f1-05cb-4330-b4ce-16cebc756a7c,J3,,,False,Completed,Maintenance,Structural,2020-01-19 01:45:24.000000,2020-08-10 01:45:24.000000,Table connectors degraded causing separation between sections and reduced stability.,Replace table connectors and secure sections.,Installed new connectors and secured table sections.
7f9337c5-573c-4405-b988-11c9c8991d88,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,2ed082f1-05cb-4330-b4ce-16cebc756a7c,J1,,,True,Completed,Maintenance,HVAC,1998-09-28 00:44:34.000000,1999-05-09 00:44:34.000000,example text,example text,example text
fa98fe1b-16fd-4c39-a5ec-d3da0aa039e0,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,2ed082f1-05cb-4330-b4ce-16cebc756a7c,J3,,,True,In Progress,Maintenance,Plumbing,2026-01-01 04:40:50.206790,,example text,example text,example text
17166123-273d-493b-b071-67917f2f4bef,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,2ed082f1-05cb-4330-b4ce-16cebc756a7c,J6,,,True,Approved,Routine,Electrical,2025-12-24 16:01:45.206804,,example text,example text,
08cccf55-775f-44e3-a21e-734a7ae4a146,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,2ed082f1-05cb-4330-b4ce-16cebc756a7c,J3,,,False,Approved,Maintenance,HVAC,2026-01-06 00:21:11.206822,,Desk edge trim damaged exposing unfinished edges and reducing finish quality.,Replace damaged edge trim and restore finish quality.,
34c604c6-0ec7-4b68-ab35-c177dd26385d,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,2ed082f1-05cb-4330-b4ce-16cebc756a7c,J1,,,True,Completed,Maintenance,Plumbing,2018-11-16 03:35:16.000000,2019-02-21 03:35:16.000000,example text,example text,example text
1202d5f0-edcd-4e40-a012-02ce8e6057e3,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,2ed082f1-05cb-4330-b4ce-16cebc756a7c,J2,,,True,Submitted,Maintenance,Structural,2026-02-04 12:02:27.206858,,example text,example text,
af616c36-779a-46cf-a9cd-bfe246e14e6f,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,2ed082f1-05cb-4330-b4ce-16cebc756a7c,J6,,,True,Submitted,Maintenance,Fire Protection,2026-03-05 11:50:42.206873,,example text,example text,
aa5d3f66-8b39-4b71-845a-04e445d772dc,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,3047738d-49f6-4940-ba20-d18e431e3bbd,J4,,,True,Completed,Emergency,HVAC,2021-06-02 02:51:18.000000,2021-09-08 02:51:18.000000,example text,example text,example text
99623579-183d-4fd7-83af-b7dd8d903189,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,3047738d-49f6-4940-ba20-d18e431e3bbd,J2,,,True,In Progress,Routine,HVAC,2025-09-28 14:30:26.206937,,example text,example text,example text
294c8c00-cbe9-4d6a-a872-af2749cf89a7,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,3047738d-49f6-4940-ba20-d18e431e3bbd,J1,,,True,In Progress,Routine,Structural,2025-12-29 01:06:37.206960,,example text,example text,
30da3db5-325a-4620-9506-b451e0ff2154,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,3047738d-49f6-4940-ba20-d18e431e3bbd,J6,,,False,Completed,Urgent,Plumbing,1980-10-22 05:22:08.000000,1981-10-03 05:22:08.000000,example text,example text,example text
853d22d5-dd6a-4983-87e8-0a6ea29ede49,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,3047738d-49f6-4940-ba20-d18e431e3bbd,J1,,,True,Submitted,Maintenance,HVAC,2026-03-25 10:59:19.206989,,example text,example text,
dc900e88-97ac-4fdf-a592-065d908ae8d3,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,3047738d-49f6-4940-ba20-d18e431e3bbd,J1,,,True,Completed,Urgent,Electrical,1975-02-27 11:39:55.000000,1975-10-12 11:39:55.000000,example text,example text,example text
c1260ab7-1c9c-40f7-b52c-fdd331e85496,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,3047738d-49f6-4940-ba20-d18e431e3bbd,J5,,,True,Completed,Emergency,Fire Protection,2011-01-18 05:43:43.000000,2011-02-25 05:43:43.000000,example text,example text,example text
458b41e1-49ac-4f5e-93db-a2f548605679,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,3047738d-49f6-4940-ba20-d18e431e3bbd,J3,,,False,Completed,Maintenance,Structural,2013-12-19 17:02:41.000000,2014-08-16 17:02:41.000000,example text,example text,example text
551f4b1d-0bb3-426a-a07d-73a9e0de5084,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,3047738d-49f6-4940-ba20-d18e431e3bbd,J1,,,False,In Progress,Routine,Electrical,2026-03-19 07:42:35.207046,,example text,example text,
a6ffc4c6-5aa7-4011-ad24-d52c25e83831,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,3047738d-49f6-4940-ba20-d18e431e3bbd,J5,,,False,Submitted,Routine,Structural,2026-01-26 00:29:25.207058,,example text,example text,
b0851787-647d-410b-b065-9b26e517c122,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,3047738d-49f6-4940-ba20-d18e431e3bbd,J2,,,False,Completed,Routine,Structural,2020-08-10 10:05:36.000000,2021-05-08 10:05:36.000000,example text,example text,example text
eaae6dbb-6b04-4b0a-8a31-3c4a5e719489,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,3047738d-49f6-4940-ba20-d18e431e3bbd,J5,,,False,Completed,Emergency,Structural,2007-09-30 20:20:37.000000,2008-07-12 20:20:37.000000,example text,example text,example text
b05bd82d-5e70-48d1-bc2d-47fafe5b907e,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,3047738d-49f6-4940-ba20-d18e431e3bbd,J5,,,False,Completed,Urgent,Plumbing,2012-06-14 17:44:18.000000,2013-05-31 17:44:18.000000,example text,example text,example text
3e4941d5-944f-417c-b575-19f032181482,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,3047738d-49f6-4940-ba20-d18e431e3bbd,J4,,,True,In Progress,Maintenance,Electrical,2026-02-01 15:16:40.207115,,example text,example text,example text
1f1c9cb2-bcd1-4a21-9f38-4d2401531476,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,3047738d-49f6-4940-ba20-d18e431e3bbd,J4,,,False,Completed,Routine,Fire Protection,2007-12-03 19:10:20.000000,2008-06-10 19:10:20.000000,example text,example text,example text
6581e42e-c5d1-41b4-a1ee-6682f9237ba6,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,3047738d-49f6-4940-ba20-d18e431e3bbd,J2,,,True,Completed,Maintenance,Plumbing,1997-08-25 02:53:52.000000,1997-10-26 02:53:52.000000,example text,example text,example text
02d55367-e170-4bf0-b63f-e45b2cf97c4b,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,3047738d-49f6-4940-ba20-d18e431e3bbd,J4,,,False,Completed,Routine,Structural,1984-10-20 10:52:29.000000,1985-09-16 10:52:29.000000,example text,example text,example text
93b8999f-2405-4bed-9544-6caf640618a4,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,3047738d-49f6-4940-ba20-d18e431e3bbd,J1,,,False,In Progress,Routine,HVAC,2025-11-26 21:26:11.207177,,example text,example text,
f3050e2c-017e-42d6-839b-ee8c96ced195,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,3047738d-49f6-4940-ba20-d18e431e3bbd,J4,,,False,Submitted,Routine,HVAC,2026-02-19 04:14:02.207190,,example text,example text,
abc60d99-cfc2-4349-959b-674d910135ee,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,3047738d-49f6-4940-ba20-d18e431e3bbd,J4,,,False,Completed,Maintenance,HVAC,1983-04-04 09:43:25.000000,1983-09-18 09:43:25.000000,example text,example text,example text
90213cc3-7882-420c-8e86-43f2f24225f0,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,3047738d-49f6-4940-ba20-d18e431e3bbd,J5,,,True,Completed,Routine,Fire Protection,1982-08-19 18:28:08.000000,1983-07-08 18:28:08.000000,example text,example text,example text
b6de453a-cfba-4e5f-81a0-2c6c9347320b,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,3047738d-49f6-4940-ba20-d18e431e3bbd,J4,,,True,Completed,Maintenance,Plumbing,1984-01-13 21:10:40.000000,1984-07-16 21:10:40.000000,example text,example text,example text
e661fa0d-b5be-4e7c-af48-28e9dc316629,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,3047738d-49f6-4940-ba20-d18e431e3bbd,J3,,,True,Submitted,Routine,Fire Protection,2026-02-12 09:05:46.207246,,example text,example text,
1c566cce-158b-416e-a2e5-6454f11bf72d,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,3047738d-49f6-4940-ba20-d18e431e3bbd,J2,,,False,In Progress,Routine,Plumbing,2026-02-28 18:16:50.207260,,example text,example text,example text
c869aeed-b5f8-441f-b1a2-a87ee02bc6db,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,3047738d-49f6-4940-ba20-d18e431e3bbd,J3,,,True,Completed,Routine,Electrical,1970-09-25 04:05:49.000000,1971-01-12 04:05:49.000000,example text,example text,example text
fb26659a-4e2f-4ac9-9e07-09493f8cc684,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,3047738d-49f6-4940-ba20-d18e431e3bbd,J3,,,True,In Progress,Maintenance,Structural,2026-01-11 19:02:27.207289,,example text,example text,example text
839db739-49fc-46bb-b704-d401d8be8a6e,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,3047738d-49f6-4940-ba20-d18e431e3bbd,J2,,,False,Submitted,Maintenance,Electrical,2026-02-14 19:08:03.207302,,example text,example text,
4a873340-886d-4c39-b6bd-a27b6b091c89,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,3047738d-49f6-4940-ba20-d18e431e3bbd,J2,,,True,Approved,Routine,Plumbing,2026-01-01 12:01:40.207316,,example text,example text,
2e51db08-4f9c-487d-a758-4dbe35e15df0,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,3047738d-49f6-4940-ba20-d18e431e3bbd,J2,,,True,Completed,Emergency,Electrical,1988-11-05 20:30:07.000000,1989-09-30 20:30:07.000000,example text,example text,example text
03398dbe-db4b-4a1c-bc05-d08d1e6178eb,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,3047738d-49f6-4940-ba20-d18e431e3bbd,J4,,,True,Submitted,Routine,HVAC,2026-03-01 01:58:12.207342,,example text,example text,
8c71a8b3-1968-4298-a853-33618163cebf,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,a669160b-c60d-4381-be29-30de40a61a32,J1,,,False,Submitted,Maintenance,Fire Protection,2026-03-05 08:38:47.207361,,Heat pump HP-3 is degraded: unit has reduced capacity with short-cycling and intermittent lockouts. Work scope: facility improvement action; verify existing operations are maintained during work.,Troubleshoot heat pump refrigeration and safeties. repair underlying cause of lockouts and restore capacity. perform functional check in heat and cool modes. Verify improvement area is restored to normal service upon completion.,
0c9ca19f-9667-4135-a721-c16aa97aacc9,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,44fdad9a-e5e0-4845-8856-167ea7afac92,J5,,,False,In Progress,Maintenance,Electrical,2026-03-24 17:18:30.207380,,ESS PM due for Intercom call test; indicators include audio clarity inconsistent. Work scope: utility service infrastructure; verify isolation points and restore service promptly.,Test intercom calls. repair audio path as needed and document results. Coordinate any required outages and restore utility service promptly.,
0b0d8200-3c90-45dc-9513-356a06dde8ed,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,44fdad9a-e5e0-4845-8856-167ea7afac92,J5,,,False,In Progress,Routine,Fire Protection,2026-01-13 21:33:03.207395,,Generator GEN-1 condition is critical; generator is failed to start; standby power is unavailable. Work scope: utility plant support; document pressures/temps/amps as applicable.,Troubleshoot starting system and controls. repair/replace failed components and restore generator start/run capability. perform functional check with transfer test. Document as-left plant parameters to confirm utility stability.,
8a58b590-1df0-4449-b2ad-080cb0869b39,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,44fdad9a-e5e0-4845-8856-167ea7afac92,J1,,,True,Completed,Maintenance,HVAC,2013-10-10 13:35:49.000000,2014-08-02 13:35:49.000000,Make-up air unit MAU-1 is degraded with gas heat is locked out; combustion proving is failed with repeated retries. Work scope: utility corridor/service space; confirm readings within tolerance after repairs.,Troubleshoot ignition/combustion proving and safety interlocks. replace failed sensors or ignition components and restore heat. test and certify safe operation. Verify control valves/breakers are returned to normal position and tagged as required.,Performed rapid assessment and stabilized the condition on Make-up air unit MAU-1. Troubleshot the issue and identified a loose/weak termination consistent with the reported symptoms. Performed required testing and documented results for certification/records. System was restored to normal operating status and verified stable under load.
7727c98a-5f67-443c-a986-16b49026d418,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,44fdad9a-e5e0-4845-8856-167ea7afac92,J6,,,False,In Progress,Maintenance,Plumbing,2026-02-28 10:28:52.207425,,Structural PM due for Window/caulking inspection; indicators include sealant shrinkage noted. Work scope: utility service infrastructure; verify isolation points and restore service promptly.,Inspect windows and caulking. repair deficiencies and verify seal. Coordinate any required outages and restore utility service promptly.,
efb31c11-ba1c-4269-a5c0-6c3f17d383d2,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,44fdad9a-e5e0-4845-8856-167ea7afac92,J2,,,True,Completed,Maintenance,Electrical,2021-09-19 15:25:23.000000,2022-07-13 15:25:23.000000,Waterflow switch WFS-1 is degraded: switch has intermittent fault and false waterflow signals. Work scope: utility service infrastructure; verify isolation points and restore service promptly.,Inspect waterflow switch and retard mechanism. repair/replace as required and test to confirm no false activations. Coordinate any required outages and restore utility service promptly.,Completed inspection and troubleshooting of the reported issue on Waterflow switch WFS-1. Completed visual inspection and confirmed the as-found condition matched the report. Performed functional checks and verified alarms/indications returned to normal. Confirmed issue resolution and documented as-left condition.
55dead2f-bf66-4e80-817e-37e4a329d79e,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,44fdad9a-e5e0-4845-8856-167ea7afac92,J3,,,True,Approved,Routine,Plumbing,2025-12-08 05:50:54.207454,,example text,example text,
3e1e3b85-65fd-4dea-ba28-d462ae714af1,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,44fdad9a-e5e0-4845-8856-167ea7afac92,J1,,,True,Completed,Routine,HVAC,1983-05-17 02:58:07.000000,1983-06-17 02:58:07.000000,example text,example text,example text
cdd61f88-06a7-45b6-9407-ddb0840b8e61,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,44fdad9a-e5e0-4845-8856-167ea7afac92,J5,,,False,Completed,Maintenance,HVAC,2003-06-07 09:29:08.000000,2004-02-07 09:29:08.000000,ATS-1 timer settings is degraded: transfer delays are out of tolerance compared to baseline. Work scope: utility plant support; document pressures/temps/amps as applicable.,Review ATS timing parameters. calibrate settings to required tolerances and test transfer sequence. Document as-left plant parameters to confirm utility stability.,Performed targeted troubleshooting based on the reported symptoms on ATS-1 timer settings. Calibrated applicable controls/sensors and verified readings returned within tolerance. Performed functional checks and verified alarms/indications returned to normal. Verified stable operation and normal indications after corrective actions.
a447690a-8efc-4327-bdb9-91c70b5c883f,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,44fdad9a-e5e0-4845-8856-167ea7afac92,J6,,,True,In Progress,Maintenance,Plumbing,2025-10-29 19:25:35.207497,,Fire Protection PM due for Waterflow switch test; indicators include intermittent false signals reported. Work scope: utility reliability action; monitor for intermittent fault recurrence.,Test waterflow switch and verify proper alarm reporting. correct retard settings if required. Verify isolation points are returned to normal lineup and document readings.,Performed scheduled preventive maintenance per site procedure on affected equipment. Performed functional checks and verified alarms/indications returned to normal. Documented as-left condition and verified systems within tolerance.
0eab32bf-4e18-48f9-bb53-b9df886e77f3,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,44fdad9a-e5e0-4845-8856-167ea7afac92,J3,,,True,Completed,Urgent,HVAC,1968-09-17 19:10:47.000000,1969-03-07 19:10:47.000000,Electrical PM due for SPD-1 status verification; indicators include status LEDs intermittently flicker. Work scope: utility distribution support; verify alarms cleared.,Verify SPD status and upstream protection. replace failed modules as needed and confirm normal indicators. Confirm pressures/temperatures/alarms are within tolerance after restoration.,Completed PM inspection and servicing per manufacturer guidance on affected equipment. Replaced the control relay as required and verified correct installation. Verified all checks passed and equipment returned to normal service.
ec99c3ab-b2c7-4384-ac19-d536a9ba0880,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,44fdad9a-e5e0-4845-8856-167ea7afac92,J1,,,True,Completed,Routine,HVAC,2025-03-09 17:27:34.000000,2026-01-28 17:27:34.000000,Magnetic door holder DH-3 is degraded: holder is inoperable; releases unexpectedly. Work scope: utility distribution support; verify alarms cleared.,Inspect door holder wiring and power. repair/replace device and perform functional check with alarm release. Confirm pressures/temperatures/alarms are within tolerance after restoration.,Verified the intermittent fault and proceeded with corrective actions on Magnetic door holder DH-3. Completed visual inspection and confirmed the as-found condition matched the report. Performed functional checks and verified alarms/indications returned to normal. Returned equipment to service and verified readings within tolerance.
2a0ce5c8-69cc-4eae-bd02-8ee8ed0ab830,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,44fdad9a-e5e0-4845-8856-167ea7afac92,J4,,,False,Completed,Routine,Fire Protection,1967-10-05 10:02:30.000000,1968-05-08 10:02:30.000000,Condensate lift pump CLP-2 is degraded: pump is noisy with pressure loss and intermittent failure to start. Work scope: utility plant support; document pressures/temps/amps as applicable.,"Inspect lift pump, check valve, and float switch. repair/replace failed components and restore condensate removal. flush discharge line and perform functional check. Document as-left plant parameters to confirm utility stability.",Completed inspection and troubleshooting of the reported issue on Condensate lift pump CLP-2. Completed visual inspection and confirmed the as-found condition matched the report. Performed functional checks and verified alarms/indications returned to normal. Returned equipment to service and verified readings within tolerance.
9423460a-d2a9-4a5a-8c5d-5a94f0bb9584,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,44fdad9a-e5e0-4845-8856-167ea7afac92,J4,,,True,Completed,Urgent,Fire Protection,2009-02-14 02:12:32.000000,2009-06-03 02:12:32.000000,ATS-1 timer settings is degraded: transfer delays are out of tolerance compared to baseline. Work scope: utility plant support; document pressures/temps/amps as applicable.,Review ATS timing parameters. calibrate settings to required tolerances and test transfer sequence. Document as-left plant parameters to confirm utility stability.,Performed targeted troubleshooting based on the reported symptoms on ATS-1 timer settings. Calibrated applicable controls/sensors and verified readings returned within tolerance. Performed functional checks and verified alarms/indications returned to normal. Verified stable operation and normal indications after corrective actions.
bd57d7e6-82be-4751-a3e8-5ece83e06f5c,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,44fdad9a-e5e0-4845-8856-167ea7afac92,J5,,,True,Completed,Urgent,Electrical,1957-03-06 06:51:27.000000,1958-01-08 06:51:27.000000,Horn/strobe HS-4 lens condition is degraded; lens is cracked; reduced visibility. Work scope: utility plant support; document pressures/temps/amps as applicable.,Replace damaged lens/device as required. perform functional check. Document as-left plant parameters to confirm utility stability.,Performed on-site inspection and minor troubleshooting on Horn/strobe HS-4 lens condition. Replaced the detector head as required and verified correct installation. Performed functional checks and verified alarms/indications returned to normal. Confirmed deficiency corrected and equipment left in service.
26167cb5-d520-4381-a96f-93cd2cf3fbb0,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,44fdad9a-e5e0-4845-8856-167ea7afac92,J6,,,True,Completed,Routine,Electrical,1980-05-28 19:11:16.000000,1980-08-15 19:11:16.000000,example text,example text,example text
c5fde464-5339-41b7-8a9b-32422a340cf2,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,44fdad9a-e5e0-4845-8856-167ea7afac92,J1,,,True,In Progress,Emergency,Structural,2026-01-26 09:16:06.207597,,HVAC PM due for Cooling tower CT-1; condition indicates basin level controls show intermittent fault flags. Work scope: utility reliability action; monitor for intermittent fault recurrence.,Inspect level sensors and wiring. test safeties and correct intermittent fault indications. Verify isolation points are returned to normal lineup and document readings.,Conducted PM actions and verified equipment condition on affected equipment. Completed visual inspection and confirmed the as-found condition matched the report. Performed functional checks and verified alarms/indications returned to normal. Completed functional verification and updated maintenance records.
9e8fb249-bab6-4e02-9a75-4f8b88863c4a,585ee945-2b84-4df4-93fc-7c4b098f24c9,a40cc25c-6c89-4643-85ce-08d327d6b2e2,44fdad9a-e5e0-4845-8856-167ea7afac92,J3,,,True,In Progress,Urgent,Plumbing,2026-02-25 02:02:22.207610,,Sprinkler head (office area) condition is degraded; head is painted; performance out of tolerance. Work scope: utility interface; verify valves/breakers are returned to normal position.,Replace painted sprinkler head. verify correct type and coverage. Monitor for recurrence of intermittent faults after corrective action.,Checked the component for wear/corrosion and verified the issue on Sprinkler head (office area) condition. Replaced the notification appliance as required and verified correct installation. Verified issue resolved and documented as-left condition.
