id,facility_id,system_type_key,title,year_constructed,age_years,condition_index,life_expectancy
cd2ab7a4-e203-4615-b5ac-bbad0c777182,09e8eb00-023e-40bf-a941-d79b6354d868,7,Stairs,1960,66,52.01,40
b3fccb3f-039b-4a22-a849-8c8e31fa467e,09e8eb00-023e-40bf-a941-d79b6354d868,8,Interior Finishes,2014,12,79.8,20
05f6b859-4747-45a5-9d85-6a9a1f5c1006,09e8eb00-023e-40bf-a941-d79b6354d868,9,Conveying,1992,34,83.31,10
1f98a6f5-44e4-4d43-996f-9f7a51b5c853,09e8eb00-023e-40bf-a941-d79b6354d868,10,Plumbing,1981,45,52.15,30
9786d2b6-532d-46aa-a164-1cf21075d58b,09e8eb00-023e-40bf-a941-d79b6354d868,12,HVAC,1991,35,11.48,40
a181d940-bca6-44ee-b845-723971199f96,09e8eb00-023e-40bf-a941-d79b6354d868,13,Fire Protection,1990,36,56.66,30
7bbc6148-49fd-43be-98fc-46e92f4bc79f,09e8eb00-023e-40bf-a941-d79b6354d868,14,Electric,2026,0,73.63,40
63e4e5a5-0168-46ad-9d33-6cb6e1c84aa2,09e8eb00-023e-40bf-a941-d79b6354d868,15,Furnishing,1990,36,49.32,20
0f5eb6cd-0227-4c79-bcd6-f08172c64d4b,09e8eb00-023e-40bf-a941-d79b6354d868,16,Protection,1957,69,73.27,10
3fca5ab5-ff00-43d6-9d05-49fbbda41929,09e8eb00-023e-40bf-a941-d79b6354d868,17,Special construction,1998,28,45.15,10
ab9bcb60-e939-4fd1-b4cc-7b4c706add73,09e8eb00-023e-40bf-a941-d79b6354d868,18,Improvements,2009,17,58.23,10
9496cb05-3ef6-48fd-a5cb-5f5606b19195,09e8eb00-023e-40bf-a941-d79b6354d868,19,Utilities,1995,31,72.45,30
298f3ec1-78ee-4058-9cdc-53a79b2d4b2e,09e8eb00-023e-40bf-a941-d79b6354d868,20,Distribution,1995,31,60.39,30
d1513269-3e71-420a-a13a-0c7d5f448d69,09e8eb00-023e-40bf-a941-d79b6354d868,21,Other Construction,2011,15,70.43,30
a2e45afc-aa8a-426c-a41e-94f107aba2d8,09e8eb00-023e-40bf-a941-d79b6354d868,22,Special construction2,2020,6,70.67,30
8941d225-b8ad-464d-84a1-a21587bf1108,f1676cc0-e11b-4104-a4f7-9d0423937f51,1,Foundation,1996,30,79.14,60
6d9a3c53-0c67-4004-95be-82888763dfb4,f1676cc0-e11b-4104-a4f7-9d0423937f51,3,Superstructure,2004,22,53.38,50
31880966-8e27-424f-a390-4cd351dc6e25,f1676cc0-e11b-4104-a4f7-9d0423937f51,4,Exterior Structure,1949,77,61.82,40
301ef7b4-277c-4c61-b568-56ab5943fd53,f1676cc0-e11b-4104-a4f7-9d0423937f51,5,Roofing,1994,32,79.24,20
de023bef-61bf-4f80-923a-1e583a289e15,f1676cc0-e11b-4104-a4f7-9d0423937f51,6,Interior Construction,1957,69,60.5,30
d3fdf623-f732-4ead-b3e1-1285054a4c15,f1676cc0-e11b-4104-a4f7-9d0423937f51,7,Stairs,2000,26,80.27,40
e91a4985-ec9f-4fca-91a2-68f138d76942,f1676cc0-e11b-4104-a4f7-9d0423937f51,8,Interior Finishes,2014,12,60.58,20
64d61f0c-5628-4a79-83be-3147fa7b2842,f1676cc0-e11b-4104-a4f7-9d0423937f51,9,Conveying,2009,17,74.46,10
6143cc79-0f70-4dcc-a20f-9e7c846d3731,f1676cc0-e11b-4104-a4f7-9d0423937f51,10,Plumbing,1977,49,4.02,30
4162303e-b5da-434d-a443-2a270868befa,f1676cc0-e11b-4104-a4f7-9d0423937f51,11,Art,1957,69,61.48,10
5676c51e-b609-49f2-954d-06b0cc037025,f1676cc0-e11b-4104-a4f7-9d0423937f51,12,HVAC,2021,5,53.05,40
89b7452a-3eec-4e99-8272-911ada69ab3b,f1676cc0-e11b-4104-a4f7-9d0423937f51,13,Fire Protection,2005,21,69.69,30
6b359891-2efd-497c-a374-8c1be8bb699c,f1676cc0-e11b-4104-a4f7-9d0423937f51,14,Electric,1992,34,68.74,40
85f95e45-2523-495b-96ad-d6cda366b39e,f1676cc0-e11b-4104-a4f7-9d0423937f51,15,Furnishing,1984,42,18.39,20
080a7f5c-1bd6-46ca-9835-9820ac84206d,f1676cc0-e11b-4104-a4f7-9d0423937f51,16,Protection,2009,17,82.22,10
614f3036-e6bb-4bab-8f3a-6045c50b74b0,f1676cc0-e11b-4104-a4f7-9d0423937f51,17,Special construction,1993,33,74.06,10
d4e700e8-48f1-4f05-8a92-2e511dd68053,f1676cc0-e11b-4104-a4f7-9d0423937f51,18,Improvements,1996,30,98.46,10
97359a22-3c9f-43a9-b7be-19394e8f23ad,f1676cc0-e11b-4104-a4f7-9d0423937f51,19,Utilities,1989,37,52.13,30
b7289734-cba1-43f9-9f7b-d19fbf93bea0,f1676cc0-e11b-4104-a4f7-9d0423937f51,20,Distribution,1983,43,81.34,30
79a45aa1-a5a7-47b5-a910-451fa0c514f3,f1676cc0-e11b-4104-a4f7-9d0423937f51,21,Other Construction,2014,12,70.83,30
eae68a97-3151-4862-bca3-798c16235e79,f1676cc0-e11b-4104-a4f7-9d0423937f51,22,Special construction2,2004,22,7.29,30
3bf58d3c-0747-4e53-b294-1de65753e985,3f77a063-b1be-40ad-97f6-ba17fc8d24dc,1,Foundation,2013,13,82.17,60
74f64802-ec62-4995-bf79-1179f84df6b2,3f77a063-b1be-40ad-97f6-ba17fc8d24dc,3,Superstructure,1989,37,52.92,50
08549381-7b79-4a5d-992e-96706d667e35,3f77a063-b1be-40ad-97f6-ba17fc8d24dc,4,Exterior Structure,1988,38,87.72,40
05545189-c2bf-445f-b945-ebcd20d0cc86,3f77a063-b1be-40ad-97f6-ba17fc8d24dc,5,Roofing,2020,6,79.38,20
80ef7ef0-3081-46ac-aac2-39ae1d512a1b,3f77a063-b1be-40ad-97f6-ba17fc8d24dc,8,Interior Finishes,1987,39,70.48,20
9935a41c-a181-4cae-ba45-979395b2a061,3f77a063-b1be-40ad-97f6-ba17fc8d24dc,9,Conveying,1967,59,60.85,10
916fa16b-66c6-49ab-a792-d6683e9885ff,3f77a063-b1be-40ad-97f6-ba17fc8d24dc,10,Plumbing,2009,17,68.97,30
f705affc-ce49-44d5-9574-d367f67ac42b,3f77a063-b1be-40ad-97f6-ba17fc8d24dc,12,HVAC,1967,59,78.15,40
720ef9f9-5a72-4dfd-b17b-99f9ee62a41c,3f77a063-b1be-40ad-97f6-ba17fc8d24dc,13,Fire Protection,2019,7,50.77,30
045b31e3-40a7-49ff-8229-5c39a588bd46,3f77a063-b1be-40ad-97f6-ba17fc8d24dc,14,Electric,1990,36,59.87,40
d39dc779-4ea9-48f0-8408-6d7a2726e1f6,3f77a063-b1be-40ad-97f6-ba17fc8d24dc,15,Furnishing,2004,22,82.36,20
cd262dc6-2698-4f2d-9409-88cd54c21e4b,3f77a063-b1be-40ad-97f6-ba17fc8d24dc,16,Protection,1988,38,57.61,10
88311d5d-9c01-46b5-9070-280be1f8061c,3f77a063-b1be-40ad-97f6-ba17fc8d24dc,18,Improvements,1950,76,80.29,10
f20c9c30-e499-417c-a27e-d7458e7209f8,3f77a063-b1be-40ad-97f6-ba17fc8d24dc,19,Utilities,1966,60,56.33,30
d2610621-5958-4efc-862a-a5d63b3ddb4e,3f77a063-b1be-40ad-97f6-ba17fc8d24dc,20,Distribution,1971,55,83.52,30
249b5355-7cb2-474c-88d4-62f1b5813e6a,3f77a063-b1be-40ad-97f6-ba17fc8d24dc,21,Other Construction,2008,18,82.11,30
d19fac2d-023f-4330-a33b-6e2cc4b2de57,3f77a063-b1be-40ad-97f6-ba17fc8d24dc,22,Special construction2,1990,36,53.09,30
2cec33e3-3b11-4cca-bdfc-e26e02609e41,83f199ba-9bae-49c4-ba2d-b4e2984a4146,1,Foundation,2002,24,57.12,60
8142c688-f0e2-4159-b690-fe55e4479dd5,83f199ba-9bae-49c4-ba2d-b4e2984a4146,3,Superstructure,2006,20,60.75,50
54900f42-c3ec-4e39-9953-6d5c8821224d,83f199ba-9bae-49c4-ba2d-b4e2984a4146,4,Exterior Structure,1983,43,94.41,40
62961537-4404-404c-a905-20e032a68674,83f199ba-9bae-49c4-ba2d-b4e2984a4146,5,Roofing,2014,12,80.66,20
df20358b-94d1-4393-92fa-c70e4e7c0722,83f199ba-9bae-49c4-ba2d-b4e2984a4146,6,Interior Construction,1958,68,54.8,30
c9603d38-e21d-4436-bee7-ae1ae4010470,83f199ba-9bae-49c4-ba2d-b4e2984a4146,7,Stairs,2021,5,53.76,40
8a911952-bca0-4a93-be37-cc15fd8a7e9a,83f199ba-9bae-49c4-ba2d-b4e2984a4146,8,Interior Finishes,2003,23,65.5,20
59185c63-3243-43fe-a9a8-d723ace0495e,83f199ba-9bae-49c4-ba2d-b4e2984a4146,9,Conveying,2003,23,68.19,10
4b9ae325-d485-42ca-b672-2bc7edb55a1c,83f199ba-9bae-49c4-ba2d-b4e2984a4146,10,Plumbing,1991,35,65.03,30
e6a5885d-89ec-42a5-989a-6fc2c7f177c1,83f199ba-9bae-49c4-ba2d-b4e2984a4146,13,Fire Protection,1993,33,68.48,30
4e5246dc-2ccd-44a6-a72c-292ce020681f,83f199ba-9bae-49c4-ba2d-b4e2984a4146,18,Improvements,1999,27,63.44,10
8198174a-1eba-47d7-832a-ffaec2b6a261,b234f240-20cd-4444-b3da-6554d574289f,1,Foundation,1959,67,58.83,60
f406a347-846a-45eb-9a1d-0a8a6bd16dfd,b234f240-20cd-4444-b3da-6554d574289f,3,Superstructure,1995,31,64.69,50
baa75294-504c-4918-bde4-e24eda512e79,b234f240-20cd-4444-b3da-6554d574289f,4,Exterior Structure,1953,73,76.55,40
b7daf214-c348-45c8-ac9e-b0a36c41c991,b234f240-20cd-4444-b3da-6554d574289f,5,Roofing,2014,12,78.56,20
02a6760f-9253-432f-815b-61ca52d357f2,b234f240-20cd-4444-b3da-6554d574289f,6,Interior Construction,1991,35,57.01,30
0f3fa54e-9974-454e-8590-eb8cd056cd6e,b234f240-20cd-4444-b3da-6554d574289f,7,Stairs,2005,21,77.63,40
d7bf10a6-9b58-4121-b174-bd26341318d3,b234f240-20cd-4444-b3da-6554d574289f,8,Interior Finishes,2007,19,58.37,20
ac3de95f-b770-4fcd-b5f6-4091c960cffc,b234f240-20cd-4444-b3da-6554d574289f,9,Conveying,2011,15,58.29,10
77a39e8f-b8bf-4336-b2eb-2dc7d2c84b7e,b234f240-20cd-4444-b3da-6554d574289f,10,Plumbing,1947,79,53.05,30
5bf75883-4e45-4834-a7da-15a9f6c4591a,b234f240-20cd-4444-b3da-6554d574289f,12,HVAC,2012,14,85.38,40
e3602ae9-6f61-4241-a030-ed5c1dda5884,b234f240-20cd-4444-b3da-6554d574289f,13,Fire Protection,1979,47,67.83,30
65e64485-ad2d-4600-a6e9-516d2cfb64c3,b234f240-20cd-4444-b3da-6554d574289f,14,Electric,2011,15,78.27,40
b5e4a879-8eac-43cb-bbc5-d8a385e1c7a8,b234f240-20cd-4444-b3da-6554d574289f,15,Furnishing,1992,34,92.22,20
b7986388-a0e7-4578-819d-d3f9aa82033b,b234f240-20cd-4444-b3da-6554d574289f,16,Protection,2008,18,54.38,10
dbfb8b29-826d-4a96-86b5-ef2fdb78ebbc,b234f240-20cd-4444-b3da-6554d574289f,18,Improvements,1987,39,70.61,10
7f596b3f-2f3b-4281-9d79-a9f82f8878fa,b234f240-20cd-4444-b3da-6554d574289f,19,Utilities,2014,12,43.77,30
bb22b8b9-3f60-49fc-88d4-4e618b7fb8ef,b234f240-20cd-4444-b3da-6554d574289f,20,Distribution,1975,51,71.21,30
96eb7723-1ca6-4631-858c-e017e363404c,b234f240-20cd-4444-b3da-6554d574289f,21,Other Construction,1998,28,81.88,30
3ce40c50-9427-41ba-b17e-b5d14a6d17d9,b234f240-20cd-4444-b3da-6554d574289f,22,Special construction2,1959,67,99.36,30
bf3eb7d3-2e62-4161-9e4e-49851a738188,29579e42-359c-451f-98bf-e34a2a06cb8c,1,Foundation,2006,20,51.97,60
bef04f9c-f315-4761-88b5-c76b5942e275,29579e42-359c-451f-98bf-e34a2a06cb8c,2,Basement,1998,28,55.42,60
33b2620f-a92a-4599-a9db-079920aa88a6,29579e42-359c-451f-98bf-e34a2a06cb8c,3,Superstructure,2002,24,82.74,50
e70b9404-c7e3-479c-bf5c-8ada7b7c28a2,29579e42-359c-451f-98bf-e34a2a06cb8c,4,Exterior Structure,2001,25,52.45,40
ead3efaa-3cc4-490d-8227-2944ad3dd3c2,29579e42-359c-451f-98bf-e34a2a06cb8c,5,Roofing,1987,39,83.49,20
ab8ef94d-be17-4e88-87f5-3544cd480c58,29579e42-359c-451f-98bf-e34a2a06cb8c,6,Interior Construction,1996,30,14.29,30
bcfa387c-8d69-4e99-9a61-0d7352881e83,29579e42-359c-451f-98bf-e34a2a06cb8c,7,Stairs,1964,62,53.23,40
19106f6f-3d54-4db7-943f-015d246890dc,29579e42-359c-451f-98bf-e34a2a06cb8c,8,Interior Finishes,2014,12,97.98,20
d0001c9a-5077-433c-a58e-538be82f5e02,29579e42-359c-451f-98bf-e34a2a06cb8c,9,Conveying,2008,18,54.21,10
6c3e497b-9675-4b1e-a7e4-9f363ee777e9,29579e42-359c-451f-98bf-e34a2a06cb8c,10,Plumbing,1993,33,56.44,30
19b4117e-34fa-4c0b-b2d3-9c28e6af6787,29579e42-359c-451f-98bf-e34a2a06cb8c,12,HVAC,2010,16,53.63,40
e26f0563-2043-4251-a9d3-1099469c1695,29579e42-359c-451f-98bf-e34a2a06cb8c,13,Fire Protection,2006,20,77.2,30
82c1bd71-1d85-4137-8e45-b90e92b9ce03,29579e42-359c-451f-98bf-e34a2a06cb8c,14,Electric,2006,20,73.27,40
1c702ba0-f607-4187-bd1b-8f8a72b63225,29579e42-359c-451f-98bf-e34a2a06cb8c,15,Furnishing,2011,15,86.78,20
47283b40-4ebf-4428-8f86-16c021700639,29579e42-359c-451f-98bf-e34a2a06cb8c,16,Protection,1999,27,50.12,10
c0cdd5d3-163e-4f07-a1f8-af66cfa097da,29579e42-359c-451f-98bf-e34a2a06cb8c,17,Special construction,1993,33,52.67,10
27358df5-f98e-4126-8d2a-a68e42579470,29579e42-359c-451f-98bf-e34a2a06cb8c,18,Improvements,1996,30,40.7,10
f467ab52-b41b-4f70-aaeb-4ff2202507f6,29579e42-359c-451f-98bf-e34a2a06cb8c,19,Utilities,2006,20,76.9,30
4b4f0223-daf9-41db-915a-bffc9b89e814,29579e42-359c-451f-98bf-e34a2a06cb8c,20,Distribution,2014,12,60.05,30
ecdb8513-d389-4d3a-b506-31c6e42925bd,29579e42-359c-451f-98bf-e34a2a06cb8c,21,Other Construction,1990,36,85.49,30
022a4d19-214b-4d98-8621-24e635356972,29579e42-359c-451f-98bf-e34a2a06cb8c,22,Special construction2,2006,20,71.89,30
81237ac1-09d0-47e0-b02c-1c44c976e0c2,dece0a2e-5c2b-4e0b-b5c3-e20877ad4f1e,1,Foundation,2009,17,62.81,60
3b080ecd-4971-43c7-b297-6968064e0f76,dece0a2e-5c2b-4e0b-b5c3-e20877ad4f1e,2,Basement,2006,20,67.12,60
16c9da6f-9847-4127-a2da-1ba640750d69,dece0a2e-5c2b-4e0b-b5c3-e20877ad4f1e,3,Superstructure,1973,53,53.19,50
bd505b84-9ab0-4924-8d27-9cbb6e71413f,dece0a2e-5c2b-4e0b-b5c3-e20877ad4f1e,4,Exterior Structure,2008,18,75.4,40
156275b2-92e0-4ef5-bacf-26b40e562259,dece0a2e-5c2b-4e0b-b5c3-e20877ad4f1e,5,Roofing,2011,15,60.37,20
36160af4-c239-457c-8bbe-bd9dce91a113,dece0a2e-5c2b-4e0b-b5c3-e20877ad4f1e,6,Interior Construction,1948,78,99.6,30
1c3961c3-d276-4e1f-b87c-c6e5d65f90e6,dece0a2e-5c2b-4e0b-b5c3-e20877ad4f1e,7,Stairs,2015,11,53.65,40
e3c669cb-3251-455d-ad51-efcc95b03ed8,dece0a2e-5c2b-4e0b-b5c3-e20877ad4f1e,8,Interior Finishes,2020,6,64.94,20
2f786828-e30d-42ac-88b5-08554a8f6530,dece0a2e-5c2b-4e0b-b5c3-e20877ad4f1e,9,Conveying,1950,76,60.12,10
d85a725d-a753-4900-813c-0ae393d2d88c,dece0a2e-5c2b-4e0b-b5c3-e20877ad4f1e,10,Plumbing,2025,1,81.6,30
fe1daa9f-e2dd-419a-b441-39707c441df4,dece0a2e-5c2b-4e0b-b5c3-e20877ad4f1e,12,HVAC,1962,64,57.91,40
37314e57-4b12-44d8-92cd-8976ab4c7f46,dece0a2e-5c2b-4e0b-b5c3-e20877ad4f1e,13,Fire Protection,2012,14,50.21,30
be3a098a-fbda-4a9c-b949-fd83610fa0c5,dece0a2e-5c2b-4e0b-b5c3-e20877ad4f1e,14,Electric,1977,49,55.13,40
5f23b0ba-8736-458b-b904-0bf32bc7dd9b,dece0a2e-5c2b-4e0b-b5c3-e20877ad4f1e,15,Furnishing,1991,35,71.86,20
aa8600bc-f667-49df-8894-f92525291ccf,dece0a2e-5c2b-4e0b-b5c3-e20877ad4f1e,16,Protection,1992,34,81.44,10
52c97859-b181-4041-b903-e40d587fe315,dece0a2e-5c2b-4e0b-b5c3-e20877ad4f1e,18,Improvements,2026,0,55.32,10
0661ad9d-44ea-47d2-a6a1-47f1d8a2db48,dece0a2e-5c2b-4e0b-b5c3-e20877ad4f1e,19,Utilities,1964,62,72.22,30
47357d19-e68c-4f81-8aef-2211faaf689f,dece0a2e-5c2b-4e0b-b5c3-e20877ad4f1e,20,Distribution,2013,13,50.57,30
801cc730-5cfd-4a33-a716-dd026f947602,dece0a2e-5c2b-4e0b-b5c3-e20877ad4f1e,21,Other Construction,1995,31,32.64,30
c7288cc4-13a7-4a3e-9e0c-761b0c90fa6c,dece0a2e-5c2b-4e0b-b5c3-e20877ad4f1e,22,Special construction2,2001,25,67.42,30
ff103940-20b2-4a0e-b7ec-74b7c65452eb,5bb12707-c1f0-4218-8eb5-fdfdbfd43e15,1,Foundation,1987,39,81.41,60
d040b34b-1a3e-4858-8e49-fa07e623555e,5bb12707-c1f0-4218-8eb5-fdfdbfd43e15,3,Superstructure,1980,46,75.27,50
8bd34a42-ac0d-4117-aa9e-d2122a13345a,5bb12707-c1f0-4218-8eb5-fdfdbfd43e15,4,Exterior Structure,1954,72,73.97,40
b137765b-d8ca-4b7d-a525-19518bf977b4,5bb12707-c1f0-4218-8eb5-fdfdbfd43e15,5,Roofing,2001,25,51.74,20
518d0cde-4758-41ab-92e5-2fb0f8429bb8,5bb12707-c1f0-4218-8eb5-fdfdbfd43e15,6,Interior Construction,1994,32,51.36,30
97286b2a-9bfe-4c50-8dde-53ed5f7c3631,5bb12707-c1f0-4218-8eb5-fdfdbfd43e15,7,Stairs,2009,17,78.85,40
759b6492-3bb8-48d9-b63e-aea2bce8da5a,5bb12707-c1f0-4218-8eb5-fdfdbfd43e15,8,Interior Finishes,1998,28,63.08,20
36e96c41-e4d6-45c0-81af-f143765a31bc,5bb12707-c1f0-4218-8eb5-fdfdbfd43e15,9,Conveying,2008,18,89.55,10
914a7c9b-87f8-4267-8a9c-d7e6c4ca3b60,5bb12707-c1f0-4218-8eb5-fdfdbfd43e15,10,Plumbing,1992,34,50.77,30
0b255e8c-a30a-4f71-b272-74ee8b8a614a,5bb12707-c1f0-4218-8eb5-fdfdbfd43e15,12,HVAC,2006,20,54.51,40
fe3e30df-8a88-4ff1-ad14-4ac903c21e45,5bb12707-c1f0-4218-8eb5-fdfdbfd43e15,13,Fire Protection,1997,29,54.93,30
0491029e-fcb5-4351-a9d9-19d168cba905,5bb12707-c1f0-4218-8eb5-fdfdbfd43e15,14,Electric,1992,34,62.48,40
db78f5bb-6e46-40d1-b825-2108a8f34086,5bb12707-c1f0-4218-8eb5-fdfdbfd43e15,15,Furnishing,1983,43,70.78,20
fcec7e46-bcd9-4fed-a1db-f0b31b73563b,5bb12707-c1f0-4218-8eb5-fdfdbfd43e15,16,Protection,1992,34,70.78,10
0aafcdce-9e77-4d9e-ba53-6fc037780111,5bb12707-c1f0-4218-8eb5-fdfdbfd43e15,18,Improvements,1990,36,55.6,10
30072dd0-5829-4310-920f-8818c297aa18,5bb12707-c1f0-4218-8eb5-fdfdbfd43e15,19,Utilities,2008,18,30.58,30
f6ea5156-2f87-4dd8-8ad2-08a3478c396f,5bb12707-c1f0-4218-8eb5-fdfdbfd43e15,20,Distribution,2005,21,72.4,30
9494eb80-5132-415a-a76a-5fb9ae3ed979,5bb12707-c1f0-4218-8eb5-fdfdbfd43e15,21,Other Construction,1999,27,72.23,30
e2f23cc7-ea2e-47b6-a5ab-0d948d22a88d,5bb12707-c1f0-4218-8eb5-fdfdbfd43e15,22,Special construction2,2013,13,51.1,30
7051c8c4-5eae-4b54-bad9-0365708902b2,099377eb-3440-4850-bb84-a3987717e106,1,Foundation,1998,28,55.71,60
fd377282-a7d7-4949-ac59-1b7521506973,099377eb-3440-4850-bb84-a3987717e106,2,Basement,2008,18,82.71,60
43b7ccd0-1d2c-4835-b717-1b1e473c9fdc,099377eb-3440-4850-bb84-a3987717e106,3,Superstructure,1974,52,82.87,50
58bbf7fc-9d13-4d1d-a2ae-47a532af00ba,099377eb-3440-4850-bb84-a3987717e106,4,Exterior Structure,2008,18,67.67,40
5f1c8131-153c-43a7-b625-76dc86257320,099377eb-3440-4850-bb84-a3987717e106,5,Roofing,1987,39,52.84,20
92e480a5-f505-4d1d-ba88-912bc1bba5b5,099377eb-3440-4850-bb84-a3987717e106,6,Interior Construction,2000,26,65.19,30
c4513af7-65dc-4e45-9129-2c699dc87f99,099377eb-3440-4850-bb84-a3987717e106,7,Stairs,1997,29,81.88,40
d33446c6-2454-4a07-9ca4-6159bb00e64a,099377eb-3440-4850-bb84-a3987717e106,8,Interior Finishes,1972,54,76.11,20
7a9e8a86-4864-4936-a4c6-89c1aefec458,099377eb-3440-4850-bb84-a3987717e106,9,Conveying,2022,4,70.33,10
ab18eec2-3c9e-44a1-84ea-0ef28c00e891,099377eb-3440-4850-bb84-a3987717e106,10,Plumbing,1988,38,51.27,30
67cbd6ce-09f8-4c07-87f7-5c1900c9885d,099377eb-3440-4850-bb84-a3987717e106,12,HVAC,1964,62,89.3,40
58a51d02-f313-44d6-a53d-7b8ce1bfd5e4,099377eb-3440-4850-bb84-a3987717e106,13,Fire Protection,2024,2,76.37,30
7367f513-26c3-434a-935b-9f32824de83e,099377eb-3440-4850-bb84-a3987717e106,14,Electric,1996,30,83.88,40
3969b29d-c3b9-4ed6-9634-fce7bfdb122a,099377eb-3440-4850-bb84-a3987717e106,15,Furnishing,2001,25,35.59,20
aab27cd9-073f-4719-b2a7-5371e01cc47a,099377eb-3440-4850-bb84-a3987717e106,16,Protection,2012,14,99.95,10
e6bfe872-bf3f-48c8-930f-662d3d6eec07,099377eb-3440-4850-bb84-a3987717e106,18,Improvements,2006,20,72.5,10
dec6c5cf-c548-4795-88ad-4e40214b8b27,099377eb-3440-4850-bb84-a3987717e106,19,Utilities,1969,57,79.95,30
35750294-1864-4f02-b43e-5d35662949d1,099377eb-3440-4850-bb84-a3987717e106,20,Distribution,2013,13,59.55,30
2efa51c8-7a03-4375-a588-22ce520eb38c,099377eb-3440-4850-bb84-a3987717e106,21,Other Construction,2010,16,84.82,30
847485f2-af31-4346-921d-2278fefcd997,099377eb-3440-4850-bb84-a3987717e106,22,Special construction2,1956,70,69.26,30
3b0dac7a-b170-4ed8-adfb-0e8ddf1dce9e,07811b3b-8cab-4b48-9a35-768050ab90a4,1,Foundation,1972,54,54.24,60
66b6c657-ac3e-4d97-9960-a503d06c829f,07811b3b-8cab-4b48-9a35-768050ab90a4,3,Superstructure,1991,35,10.15,50
bb8457d6-0ac4-4cd6-a563-067b675506c6,07811b3b-8cab-4b48-9a35-768050ab90a4,4,Exterior Structure,2015,11,84.41,40
6137ac7d-ca29-4eb0-8150-7dfb8525f904,07811b3b-8cab-4b48-9a35-768050ab90a4,5,Roofing,2016,10,51.97,20
56ed7707-db78-45c2-bfae-b645d93763f2,07811b3b-8cab-4b48-9a35-768050ab90a4,6,Interior Construction,1984,42,27.21,30
69dd03f5-e2bc-48a4-b41f-06e7c82efeba,07811b3b-8cab-4b48-9a35-768050ab90a4,7,Stairs,1996,30,92.28,40
9e002036-4e2d-4d23-8c2a-713e423acf7b,07811b3b-8cab-4b48-9a35-768050ab90a4,8,Interior Finishes,2003,23,66.81,20
2a2859af-552f-4250-ab9a-e3c5b64f1703,07811b3b-8cab-4b48-9a35-768050ab90a4,9,Conveying,1983,43,77.69,10
545434f8-4118-4f18-a43a-a883ab756348,07811b3b-8cab-4b48-9a35-768050ab90a4,10,Plumbing,2012,14,84.34,30
a017b2c5-f466-4e7d-b29d-8b48afd12d22,07811b3b-8cab-4b48-9a35-768050ab90a4,12,HVAC,1961,65,52.35,40
f1d704e2-32ab-4367-8540-a33c3cdf67ab,07811b3b-8cab-4b48-9a35-768050ab90a4,13,Fire Protection,1983,43,62.31,30
af68989e-5945-4e30-ae32-53e229b0d27c,07811b3b-8cab-4b48-9a35-768050ab90a4,14,Electric,1989,37,51.85,40
f7c8f90a-3661-4bdc-87e1-97db793b3f20,07811b3b-8cab-4b48-9a35-768050ab90a4,15,Furnishing,2026,0,58.88,20
123b49c2-fa18-4532-b2fb-e5e6f6a5076a,07811b3b-8cab-4b48-9a35-768050ab90a4,16,Protection,1963,63,81.08,10
96f572a6-8ece-4340-91b2-a9b31d5dbcbe,07811b3b-8cab-4b48-9a35-768050ab90a4,17,Special construction,2008,18,66.68,10
4b50d638-392e-42d8-904c-28c3fcaff9f0,07811b3b-8cab-4b48-9a35-768050ab90a4,18,Improvements,2023,3,57.76,10
320f23ee-3fa8-4553-bf82-c5980cdcdfa5,07811b3b-8cab-4b48-9a35-768050ab90a4,19,Utilities,1994,32,77.57,30
4e949048-5630-474c-8439-01fa53d6d80a,07811b3b-8cab-4b48-9a35-768050ab90a4,20,Distribution,2015,11,20.91,30
fa4cb18d-f4b4-41ec-ba77-1c6a6dc229c8,07811b3b-8cab-4b48-9a35-768050ab90a4,21,Other Construction,1984,42,60.68,30
b0cde3fa-4149-4d40-8161-209d9f46fe3d,07811b3b-8cab-4b48-9a35-768050ab90a4,22,Special construction2,1991,35,58.86,30
7e99e47a-c922-424a-aacb-d289a8de1fd5,6388d565-58e1-46e5-bdd8-e08dd3cbb66c,1,Foundation,1948,78,62.8,60
b91aa0ed-b90a-4587-80a9-68ff8a899aac,6388d565-58e1-46e5-bdd8-e08dd3cbb66c,3,Superstructure,1999,27,41.79,50
7c5ca25f-3cb9-433a-83e8-12b0bbb455ed,6388d565-58e1-46e5-bdd8-e08dd3cbb66c,4,Exterior Structure,1965,61,73.21,40
6c0645ba-cdd5-492e-b85c-fe1c24297c37,6388d565-58e1-46e5-bdd8-e08dd3cbb66c,5,Roofing,1997,29,73.0,20
abf9e80f-3873-4a2f-9102-071f873fd8a4,6388d565-58e1-46e5-bdd8-e08dd3cbb66c,6,Interior Construction,2009,17,79.87,30
fee01a18-0626-44fa-a59c-9b56b5972373,6388d565-58e1-46e5-bdd8-e08dd3cbb66c,8,Interior Finishes,1999,27,53.91,20
963206a8-35b2-44a9-a354-f77b941c718e,6388d565-58e1-46e5-bdd8-e08dd3cbb66c,9,Conveying,2013,13,69.52,10
8c40964b-ac7a-4ce2-bfbb-3d91d88d9388,6388d565-58e1-46e5-bdd8-e08dd3cbb66c,10,Plumbing,1991,35,65.55,30
d9d8c27d-7df1-48ff-b69c-f017424fbe1a,6388d565-58e1-46e5-bdd8-e08dd3cbb66c,13,Fire Protection,1997,29,91.62,30
